x,y,theta
0.0481,-0.1994,-0.1
0.0281,-0.1866,-0.06
0.0376,-0.1907,0.02
0.0472,-0.2134,0.03
0.0584,-0.2244,-0.11
0.0403,-0.2253,-0.13
0.031,-0.1979,0.04
0.0397,-0.2059,0.13
0.0552,-0.222,0.09
0.0577,-0.2089,-0.05
0.0664,-0.194,-0.03
0.08,-0.1859,0.05
0.0988,-0.2038,0.04
0.1123,-0.208,-0.05
0.1052,-0.2068,-0.05
0.1114,-0.201,0.04
0.127,-0.2097,0.01
0.132,-0.2144,-0.04
0.1228,-0.1954,-0.03
0.1038,-0.2043,-0.02
0.1136,-0.2135,-0.07
0.1383,-0.2183,-0.12
0.1477,-0.2071,-0.07
0.121,-0.1993,-0.03
0.1246,-0.2089,-0.08
0.1391,-0.2241,-0.04
0.1487,-0.2209,0
0.1198,-0.1831,-0.06
0.1083,-0.1604,-0.11
0.1238,-0.1656,-0.05
0.1411,-0.1737,0.04
0.1475,-0.1638,-0.03
0.1396,-0.1464,-0.11
0.142,-0.1499,-0.03
0.1572,-0.1673,0.02
0.1705,-0.1764,-0.02
0.1447,-0.1559,-0.07
0.119,-0.1294,0.02
0.1162,-0.1263,0.08
0.1369,-0.1414,0
0.1551,-0.1573,-0.05
0.1402,-0.1395,-0.02
0.1307,-0.1271,0.04
0.1353,-0.1338,-0.01
0.1474,-0.1487,-0.07
0.1584,-0.139,-0.04
0.1283,-0.0995,0.03
0.1247,-0.102,-0.04
0.1433,-0.122,-0.09
0.1576,-0.1393,-0.02
0.1336,-0.1073,0.04
0.1018,-0.0895,-0.01
0.1071,-0.0918,-0.09
0.134,-0.098,-0.09
0.152,-0.1041,0
0.1213,-0.0867,-0.05
0.1117,-0.0755,-0.14
0.1417,-0.0661,-0.14
0.1637,-0.08,-0.05
0.1484,-0.1109,0
0.1278,-0.113,-0.12
0.154,-0.0992,-0.15
0.1726,-0.0976,-0.03
0.1704,-0.0813,0.06
0.157,-0.0566,-0.03
0.1711,-0.0339,-0.12
0.1948,-0.0293,-0.09
0.1871,-0.0334,0.03
0.1795,-0.0345,0.08
0.1841,-0.0143,0.02
0.1949,0.0107,-0.07
0.1941,-0.007,-0.04
0.1729,-0.0212,0.06
0.1838,-0.008,0.1
0.1943,0.016,0.03
0.1998,0.0062,-0.01
0.1954,-0.0273,-0.02
0.2067,-0.0348,0.02
0.2123,0.0035,0.04
0.2207,0.0223,0.02
0.2243,-0.0044,0.05
0.2408,-0.0001,0.09
0.2237,0.0415,0.07
0.222,0.0621,0.01
0.2336,0.048,-0.04
0.2408,0.0335,0.03
0.2354,0.0529,0.11
0.2267,0.0813,0
0.2325,0.0642,-0.04
0.237,0.0373,0.04
0.2368,0.041,0.12
0.2251,0.0811,0.1
0.2132,0.0951,0
0.2239,0.0871,-0.09
0.2262,0.0482,-0.01
0.2162,0.0381,0.14
0.207,0.0516,0.1
0.209,0.0592,-0.01
0.2101,0.0772,0.03
0.217,0.086,0.1
0.2089,0.0911,0.05
0.1998,0.1042,-0.06
0.191,0.1149,-0.02
0.1977,0.14,0.05
0.1892,0.1297,0.05
0.153,0.1025,-0.05
0.1453,0.0966,-0.05
0.1528,0.1092,0.03
0.1696,0.1351,-0.02
0.1762,0.1379,-0.08
0.1562,0.1122,-0.02
0.1472,0.1045,0.05
0.1589,0.1151,0.01
0.1748,0.1292,-0.06
0.1883,0.129,-0.06
0.1715,0.1035,0.03
0.1833,0.095,0.02
0.1938,0.1079,-0.05
0.1798,0.118,-0.05
0.1613,0.1164,0.05
0.1574,0.1292,0.02
0.1639,0.1406,-0.08
0.1616,0.1409,-0.07
0.1499,0.1346,0.04
0.1365,0.1274,0.04
0.139,0.1301,-0.01
0.1304,0.1209,-0.02
0.1314,0.1257,0.02
0.1359,0.1352,-0.03
0.1429,0.1418,-0.08
0.1459,0.1526,-0.03
0.1508,0.1656,0.01
0.1538,0.1699,-0.06
0.1342,0.1575,-0.05
0.1276,0.1525,0.05
0.1297,0.1559,0.1
0.1517,0.1692,0.01
0.1605,0.1735,-0.09
0.1338,0.1419,-0.02
0.1293,0.1367,0.07
0.1369,0.1443,0.02
0.1491,0.1614,-0.06
0.1585,0.1679,-0.05
0.1371,0.1398,0.07
0.121,0.1264,0.07
0.1257,0.1295,0.01
0.1295,0.1404,0.05
0.1311,0.1488,0.08
0.1323,0.1537,0.06
0.1364,0.156,0.01
0.1365,0.1516,0.03
0.1188,0.1544,0.06
0.0694,0.1636,0.14
0.0643,0.1654,0.1
0.0595,0.1634,-0.02
0.0463,0.1465,-0.06
0.0248,0.1564,-0.01
-0.0017,0.1639,0.03
0.007,0.1776,0
0.0115,0.1708,-0.03
0.0102,0.1798,-0.03
-0.0089,0.1812,0.04
-0.0259,0.1604,0.04
-0.0326,0.1533,0.02
-0.0238,0.1705,0.04
-0.0161,0.2058,0.04
-0.0157,0.1963,0.02
-0.0419,0.1728,-0.04
-0.068,0.1765,-0.06
-0.0601,0.2058,-0.03
-0.0563,0.2246,-0.02
-0.0775,0.1888,-0.08
-0.0874,0.1898,-0.12
-0.0656,0.2025,-0.07
-0.0586,0.219,0
-0.0904,0.2136,0.04
-0.0974,0.1907,-0.11
-0.0767,0.2085,-0.14
-0.0527,0.208,0
-0.0623,0.1865,0.08
-0.0837,0.1892,0.05
-0.0657,0.1956,-0.03
-0.0486,0.2269,-0.06
-0.0734,0.2138,0.02
-0.0875,0.1752,0.08
-0.0843,0.1843,0.09
-0.0616,0.2015,0.06
-0.0746,0.2086,0.03
-0.1264,0.1926,0.03
-0.1221,0.2067,0.04
-0.0861,0.2022,0.04
-0.1128,0.1773,0.03
-0.1409,0.1757,0.01
-0.1414,0.2061,-0.02
-0.0998,0.2123,-0.06
-0.1135,0.173,-0.01
-0.134,0.1643,0.04
-0.1328,0.1881,0.04
-0.1183,0.2241,0.02
-0.129,0.2101,-0.02
-0.1575,0.1805,-0.03
-0.1608,0.2009,-0.02
-0.1472,0.2347,-0.06
-0.1431,0.1861,-0.15
-0.1395,0.1379,-0.1
-0.1253,0.1471,-0.06
-0.1128,0.177,-0.04
-0.1326,0.1638,-0.04
-0.1669,0.1338,-0.06
-0.1497,0.1661,-0.02
-0.1271,0.1966,0
-0.1446,0.1859,-0.01
-0.1593,0.1441,-0.1
-0.1367,0.159,-0.11
-0.1106,0.1864,-0.06
-0.1386,0.172,-0.03
-0.1812,0.1453,-0.05
-0.1446,0.1561,-0.07
-0.1194,0.1765,-0.05
-0.1415,0.1622,-0.04
-0.1739,0.1392,-0.05
-0.15,0.1364,-0.06
-0.117,0.1473,0
-0.1408,0.131,0.02
-0.1716,0.1024,-0.01
-0.1402,0.1169,-0.05
-0.0996,0.1302,0.03
-0.1188,0.1147,0.04
-0.148,0.0989,0.02
-0.1396,0.1166,-0.01
-0.1274,0.1316,0.03
-0.1316,0.0985,0.09
-0.1633,0.0804,0.09
-0.1397,0.0952,0.02
-0.1063,0.1158,-0.06
-0.1006,0.0842,-0.01
-0.1244,0.0499,0.06
-0.1546,0.0283,0.04
-0.1386,0.0409,-0.03
-0.1313,0.0507,0.04
-0.1382,0.0293,0.12
-0.1694,0.0156,0.12
-0.1694,0.014,-0.04
-0.1518,0.0264,-0.06
-0.1368,0.0117,0.04
-0.1473,-0.0045,0.09
-0.1613,-0.0043,0.03
-0.171,-0.001,-0.03
-0.1769,0.0131,0.04
-0.1825,-0.0043,0.12
-0.1779,-0.0227,-0.02
-0.1666,-0.0125,-0.13
-0.166,0.0075,-0.07
-0.1698,-0.0084,0.01
-0.1887,-0.0362,0.06
-0.1975,-0.0622,0
-0.2006,-0.0651,-0.09
-0.1981,-0.0406,-0.02
-0.1973,-0.0485,0.08
-0.2027,-0.0718,0.01
-0.2266,-0.0742,-0.02
-0.2419,-0.0688,-0.01
-0.2536,-0.0712,0.02
-0.2484,-0.0795,-0.02
-0.257,-0.0925,-0.08
-0.264,-0.0922,-0.07
-0.2553,-0.0909,0.02
-0.2584,-0.086,0.04
-0.2564,-0.0978,-0.05
-0.2658,-0.1066,-0.05
-0.2559,-0.11,0.01
-0.2274,-0.117,0.02
-0.2095,-0.1314,-0.03
-0.2241,-0.1208,-0.05
-0.229,-0.1306,0
-0.213,-0.1424,-0.01
-0.1881,-0.1416,-0.03
-0.199,-0.1279,-0.03
-0.2059,-0.1261,0.01
-0.1839,-0.13,0
-0.162,-0.114,0
-0.1792,-0.0977,0.01
-0.1905,-0.1037,0.05
-0.1809,-0.1266,0.01
-0.1834,-0.1262,-0.02
-0.1878,-0.0869,0.08
-0.1772,-0.0837,0.13
-0.1533,-0.1168,0.07
-0.1505,-0.136,-0.01
-0.168,-0.1232,-0.03
-0.1608,-0.1062,0.12
-0.1341,-0.1262,0.12
-0.1217,-0.1317,0
-0.1527,-0.1179,-0.01
-0.1639,-0.1237,0.06
-0.1365,-0.1393,0.06
-0.1078,-0.1335,-0.05
-0.1297,-0.1158,-0.09
-0.1485,-0.1144,-0.01
-0.1296,-0.1307,0.01
-0.1262,-0.1399,-0.08
-0.1536,-0.1222,-0.1
-0.164,-0.1228,-0.03
-0.1361,-0.1504,0.02
-0.1345,-0.1608,-0.05
-0.1563,-0.1418,-0.08
-0.1672,-0.1476,-0.02
-0.1314,-0.1566,0.06
-0.1158,-0.1546,0.05
-0.1231,-0.1151,0
-0.1293,-0.108,0
-0.1118,-0.1363,-0.01
-0.0954,-0.1359,-0.01
-0.116,-0.1169,0
-0.129,-0.1198,0.04
-0.1219,-0.1486,0.02
-0.1269,-0.1666,-0.02
-0.1532,-0.1406,-0.01
-0.1482,-0.1241,0
-0.1228,-0.1454,-0.03
-0.1233,-0.1598,-0.08
-0.1416,-0.1371,-0.05
-0.1517,-0.1343,0.01
-0.1277,-0.1523,-0.01
-0.0981,-0.1817,-0.04
-0.076,-0.1805,-0.04
-0.0832,-0.1826,0.03
-0.0705,-0.1842,0
-0.0531,-0.1845,-0.06
-0.0377,-0.1722,-0.07
-0.0141,-0.1742,-0.03
-0.0217,-0.1864,0.06
-0.0269,-0.1969,0.08
-0.0311,-0.1831,-0.04
-0.0249,-0.1786,-0.09
-0.0035,-0.1713,0.02
-0.0097,-0.1798,0.09
-0.0124,-0.1904,0.01
-0.0189,-0.1932,-0.09
-0.0089,-0.1927,-0.06
-0.0098,-0.1871,0.1
-0.0057,-0.2051,0.07
-0.0008,-0.1926,-0.06
0.0214,-0.1973,-0.1
0.0488,-0.201,-0.03
0.0364,-0.2082,0.07
0.0319,-0.2162,0.05
0.0344,-0.2072,-0.06
0.0645,-0.1993,-0.05
0.069,-0.2179,0.02
0.0451,-0.22,0.05
0.034,-0.2007,-0.05
0.0476,-0.1913,-0.03
0.0678,-0.2113,0.02
0.0778,-0.2353,0.03
0.0826,-0.2237,-0.04
0.0797,-0.1923,-0.09
0.0789,-0.199,-0.08
0.0746,-0.2352,-0.07
0.0887,-0.2432,-0.12
0.1117,-0.1988,-0.11
0.133,-0.1825,-0.06
0.1276,-0.2067,-0.04
0.1239,-0.228,-0.04
0.1421,-0.2158,-0.04
0.1472,-0.214,-0.02
0.1406,-0.2364,-0.02
0.145,-0.2482,-0.06
0.1654,-0.2182,-0.05
0.1644,-0.2135,-0.01
0.1565,-0.2456,-0.02
0.1683,-0.2508,-0.06
0.178,-0.2099,-0.03
0.1662,-0.1806,-0.01
0.1442,-0.1976,-0.04
0.154,-0.2077,-0.07
0.1742,-0.164,-0.02
0.161,-0.1365,0
0.1359,-0.1561,-0.02
0.1426,-0.1719,-0.09
0.1692,-0.1504,-0.03
0.1595,-0.1323,0.06
0.1224,-0.1351,0
0.1131,-0.1423,-0.08
0.1502,-0.1361,-0.09
0.1588,-0.1383,0.01
0.139,-0.1534,0.07
0.1133,-0.1458,-0.04
0.1356,-0.1277,-0.09
0.157,-0.1435,0.01
0.1318,-0.16,0.07
0.1067,-0.1479,0.01
0.1135,-0.1119,-0.02
0.1322,-0.1177,0.01
0.1315,-0.1488,0.04
0.1154,-0.1285,0.02
0.1256,-0.0976,-0.01
0.1385,-0.107,0.02
0.1324,-0.1423,0.02
0.1177,-0.1438,0.02
0.1072,-0.0928,-0.01
0.0933,-0.0848,-0.01
0.0867,-0.1233,-0.03
0.102,-0.1277,-0.04
0.133,-0.1106,0
0.1369,-0.098,0.01
0.1102,-0.1049,-0.08
0.1006,-0.1129,-0.13
0.128,-0.0932,-0.07
0.1481,-0.0978,0
0.146,-0.092,-0.08
0.1599,-0.0851,-0.13
0.1733,-0.0592,-0.05
0.191,-0.0614,0.07
0.1961,-0.0704,0.03
0.1813,-0.0677,-0.13
0.1903,-0.0518,-0.11
0.1903,-0.0331,0.02
0.1877,-0.046,0.11
0.1778,-0.0563,0.04
0.1774,-0.0507,-0.08
0.191,-0.0315,-0.1
0.1952,-0.0357,0.05
0.2041,-0.054,0.08
0.1857,-0.0485,-0.06
0.2003,-0.0365,-0.09
0.2249,-0.0274,-0.06
0.2302,-0.041,0.01
0.2105,-0.0093,0
0.2006,0.0323,-0.04
0.213,0.0357,-0.08
0.2253,0.0096,-0.07
0.2089,0.0231,0.01
0.1919,0.0592,0.01
0.2034,0.0775,-0.01
0.2381,0.0661,-0.03
0.2478,0.0474,-0.03
0.2155,0.0633,0.01
0.1964,0.0889,0.01
0.217,0.0917,-0.02
0.2437,0.0682,-0.01
0.2245,0.0511,0.04
0.1925,0.0774,0.05
0.209,0.086,0.04
0.242,0.08,0.01
0.2512,0.0552,-0.02
0.194,0.0609,0.01
0.1701,0.0777,-0.02
0.1864,0.078,-0.01
0.1985,0.0913,0.04
0.1931,0.1063,0.02
0.1853,0.1112,-0.02
0.203,,
