0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0003, 0.0000, 0.00
0.0004, -0.0000, 0.00
0.0022, -0.0003, 0.00
0.0066, -0.0006, 0.00
0.0169, -0.0006, 0.00
0.0254, 0.0001, 0.00
0.0332, 0.0023, 0.00
0.0413, 0.0069, 0.00
0.0588, 0.0114, 0.00
0.0714, 0.0152, 0.00
0.0867, 0.0183, 0.00
0.0965, 0.0220, 0.00
0.1071, 0.0259, 0.00
0.1191, 0.0305, 0.00
0.1366, 0.0343, 0.00
0.1528, 0.0414, 0.00
0.1685, 0.0483, 0.00
0.1809, 0.0520, 0.00
0.1941, 0.0565, 0.00
0.2069, 0.0608, 0.00
0.2243, 0.0657, 0.00
0.2385, 0.0703, 0.00
0.2537, 0.0743, 0.00
0.2686, 0.0811, 0.00
0.2855, 0.0913, 0.00
0.3007, 0.0996, 0.00
0.3174, 0.1099, 0.00
0.3292, 0.1180, 0.00
0.3392, 0.1275, 0.00
0.3487, 0.1373, 0.00
0.3635, 0.1491, 0.00
0.3751, 0.1582, 0.00
0.3887, 0.1753, 0.00
0.4011, 0.1845, 0.00
0.4116, 0.1923, 0.00
0.4229, 0.2005, 0.00
0.4360, 0.2133, 0.00
0.4457, 0.2230, 0.00
0.4564, 0.2315, 0.00
0.4679, 0.2431, 0.00
0.4810, 0.2527, 0.00
0.4937, 0.2653, 0.00
0.5044, 0.2755, 0.00
0.5162, 0.2814, 0.00
0.5208, 0.2865, 0.00
0.5230, 0.2924, 0.00
0.5252, 0.3006, 0.00
0.5298, 0.3070, 0.00
0.5306, 0.3110, 0.00
0.5299, 0.3180, 0.00
0.5307, 0.3240, 0.00
0.5325, 0.3283, 0.00
0.5330, 0.3319, 0.00
0.5315, 0.3355, 0.00
0.5301, 0.3412, 0.00
0.5287, 0.3476, 0.00
0.5267, 0.3511, 0.00
0.5248, 0.3545, 0.00
0.5230, 0.3617, 0.00
0.5220, 0.3663, 0.00
0.5199, 0.3698, 0.00
0.5156, 0.3746, 0.00
0.5109, 0.3812, 0.00
0.5047, 0.3901, 0.00
0.4996, 0.3941, 0.00
0.4953, 0.3969, 0.00
0.4907, 0.4032, 0.00
0.4841, 0.4108, 0.00
0.4740, 0.4177, 0.00
0.4676, 0.4220, 0.00
0.4626, 0.4286, 0.00
0.4587, 0.4340, 0.00
0.4501, 0.4406, 0.00
0.4404, 0.4489, 0.00
0.4354, 0.4584, 0.00
0.4290, 0.4647, 0.00
0.4221, 0.4704, 0.00
0.4140, 0.4790, 0.00
0.4017, 0.4903, 0.00
0.3941, 0.5010, 0.00
0.3814, 0.5080, 0.00
0.3715, 0.5155, 0.00
0.3624, 0.5282, 0.00
0.3475, 0.5402, 0.00
0.3382, 0.5483, 0.00
0.3269, 0.5545, 0.00
0.3199, 0.5624, 0.00
0.3100, 0.5736, 0.00
0.3005, 0.5814, 0.00
0.2876, 0.5945, 0.00
0.2774, 0.6037, 0.00
0.2702, 0.6122, 0.00
0.2623, 0.6205, 0.00
0.2503, 0.6247, 0.00
0.2420, 0.6283, 0.00
0.2340, 0.6341, 0.00
0.2234, 0.6381, 0.00
0.2121, 0.6408, 0.00
0.2013, 0.6411, 0.00
0.1940, 0.6424, 0.00
0.1864, 0.6456, 0.00
0.1742, 0.6476, 0.00
0.1613, 0.6473, 0.00
0.1504, 0.6472, 0.00
0.1424, 0.6489, 0.00
0.1331, 0.6513, 0.00
0.1227, 0.6530, 0.00
0.1125, 0.6523, 0.00
0.1001, 0.6522, 0.00
0.0911, 0.6539, 0.00
0.0775, 0.6550, 0.00
0.0644, 0.6532, 0.00
0.0543, 0.6504, 0.00
0.0441, 0.6479, 0.00
0.0293, 0.6471, 0.00
0.0177, 0.6457, 0.00
0.0063, 0.6410, 0.00
-0.0089, 0.6362, 0.00
-0.0252, 0.6313, 0.00
-0.0413, 0.6280, 0.00
-0.0528, 0.6242, 0.00
-0.0638, 0.6194, 0.00
-0.0800, 0.6131, 0.00
-0.0928, 0.6098, 0.00
-0.1087, 0.6033, 0.00
-0.1234, 0.5985, 0.00
-0.1355, 0.5939, 0.00
-0.1465, 0.5903, 0.00
-0.1555, 0.5857, 0.00
-0.1666, 0.5819, 0.00
-0.1759, 0.5784, 0.00
-0.1861, 0.5734, 0.00
-0.2017, 0.5668, 0.00
-0.2099, 0.5597, 0.00
-0.2217, 0.5547, 0.00
-0.2309, 0.5500, 0.00
-0.2394, 0.5428, 0.00
-0.2498, 0.5369, 0.00
-0.2609, 0.5301, 0.00
-0.2700, 0.5245, 0.00
-0.2816, 0.5198, 0.00
-0.2893, 0.5141, 0.00
-0.3003, 0.5069, 0.00
-0.3096, 0.5008, 0.00
-0.3209, 0.4963, 0.00
-0.3296, 0.4891, 0.00
-0.3366, 0.4835, 0.00
-0.3452, 0.4784, 0.00
-0.3566, 0.4709, 0.00
-0.3636, 0.4637, 0.00
-0.3704, 0.4539, 0.00
-0.3842, 0.4456, 0.00
-0.3922, 0.4368, 0.00
-0.4008, 0.4294, 0.00
-0.4074, 0.4222, 0.00
-0.4157, 0.4155, 0.00
-0.4239, 0.4070, 0.00
-0.4348, 0.3970, 0.00
-0.4411, 0.3901, 0.00
-0.4513, 0.3828, 0.00
-0.4596, 0.3766, 0.00
-0.4667, 0.3660, 0.00
-0.4758, 0.3585, 0.00
-0.4833, 0.3525, 0.00
-0.4908, 0.3467, 0.00
-0.4973, 0.3368, 0.00
-0.5076, 0.3265, 0.00
-0.5152, 0.3200, 0.00
-0.5229, 0.3136, 0.00
-0.5295, 0.3031, 0.00
-0.5386, 0.2947, 0.00
-0.5468, 0.2873, 0.00
-0.5546, 0.2800, 0.00
-0.5625, 0.2690, 0.00
-0.5707, 0.2579, 0.00
-0.5783, 0.2494, 0.00
-0.5886, 0.2426, 0.00
-0.5949, 0.2344, 0.00
-0.6012, 0.2234, 0.00
-0.6112, 0.2166, 0.00
-0.6218, 0.2076, 0.00
-0.6302, 0.1963, 0.00
-0.6354, 0.1880, 0.00
-0.6406, 0.1809, 0.00
-0.6451, 0.1719, 0.00
-0.6495, 0.1635, 0.00
-0.6521, 0.1544, 0.00
-0.6550, 0.1462, 0.00
-0.6582, 0.1365, 0.00
-0.6615, 0.1256, 0.00
-0.6629, 0.1165, 0.00
-0.6650, 0.1057, 0.00
-0.6679, 0.0984, 0.00
-0.6692, 0.0902, 0.00
-0.6701, 0.0776, 0.00
-0.6732, 0.0654, 0.00
-0.6759, 0.0552, 0.00
-0.6781, 0.0478, 0.00
-0.6783, 0.0400, 0.00
-0.6780, 0.0287, 0.00
-0.6782, 0.0194, 0.00
-0.6778, 0.0107, 0.00
-0.6768, -0.0005, 0.00
-0.6737, -0.0129, 0.00
-0.6719, -0.0229, 0.00
-0.6703, -0.0324, 0.00
-0.6686, -0.0439, 0.00
-0.6655, -0.0527, 0.00
-0.6633, -0.0624, 0.00
-0.6613, -0.0754, 0.00
-0.6586, -0.0846, 0.00
-0.6558, -0.0949, 0.00
-0.6532, -0.1059, 0.00
-0.6510, -0.1148, 0.00
-0.6481, -0.1242, 0.00
-0.6447, -0.1364, 0.00
-0.6398, -0.1460, 0.00
-0.6344, -0.1586, 0.00
-0.6276, -0.1720, 0.00
-0.6217, -0.1822, 0.00
-0.6158, -0.1918, 0.00
-0.6099, -0.2036, 0.00
-0.6014, -0.2121, 0.00
-0.5947, -0.2217, 0.00
-0.5854, -0.2388, 0.00
-0.5769, -0.2476, 0.00
-0.5710, -0.2555, 0.00
-0.5656, -0.2672, 0.00
-0.5579, -0.2772, 0.00
-0.5507, -0.2874, 0.00
-0.5436, -0.2987, 0.00
-0.5365, -0.3065, 0.00
-0.5300, -0.3174, 0.00
-0.5205, -0.3281, 0.00
-0.5124, -0.3353, 0.00
-0.5052, -0.3423, 0.00
-0.4989, -0.3522, 0.00
-0.4892, -0.3593, 0.00
-0.4803, -0.3690, 0.00
-0.4704, -0.3763, 0.00
-0.4629, -0.3856, 0.00
-0.4566, -0.3916, 0.00
-0.4467, -0.3994, 0.00
-0.4388, -0.4068, 0.00
-0.4314, -0.4150, 0.00
-0.4245, -0.4241, 0.00
-0.4120, -0.4325, 0.00
-0.4045, -0.4433, 0.00
-0.3958, -0.4517, 0.00
-0.3889, -0.4591, 0.00
-0.3819, -0.4653, 0.00
-0.3728, -0.4746, 0.00
-0.3660, -0.4827, 0.00
-0.3588, -0.4924, 0.00
-0.3489, -0.5000, 0.00
-0.3405, -0.5062, 0.00
-0.3349, -0.5129, 0.00
-0.3280, -0.5222, 0.00
-0.3173, -0.5286, 0.00
-0.3102, -0.5354, 0.00
-0.3036, -0.5458, 0.00
-0.2934, -0.5555, 0.00
-0.2824, -0.5619, 0.00
-0.2726, -0.5712, 0.00
-0.2664, -0.5784, 0.00
-0.2590, -0.5856, 0.00
-0.2512, -0.5940, 0.00
-0.2423, -0.6000, 0.00
-0.2372, -0.6081, 0.00
-0.2301, -0.6150, 0.00
-0.2212, -0.6201, 0.00
-0.2141, -0.6249, 0.00
-0.2078, -0.6289, 0.00
-0.2014, -0.6329, 0.00
-0.1919, -0.6357, 0.00
-0.1840, -0.6410, 0.00
-0.1762, -0.6449, 0.00
-0.1661, -0.6479, 0.00
-0.1561, -0.6497, 0.00
-0.1482, -0.6538, 0.00
-0.1400, -0.6580, 0.00
-0.1321, -0.6609, 0.00
-0.1219, -0.6623, 0.00
-0.1139, -0.6636, 0.00
-0.1056, -0.6670, 0.00
-0.0911, -0.6719, 0.00
-0.0835, -0.6744, 0.00
-0.0742, -0.6738, 0.00
-0.0662, -0.6720, 0.00
-0.0576, -0.6704, 0.00
-0.0457, -0.6697, 0.00
-0.0335, -0.6670, 0.00
-0.0243, -0.6621, 0.00
-0.0123, -0.6594, 0.00
-0.0037, -0.6574, 0.00
0.0052, -0.6537, 0.00
0.0176, -0.6499, 0.00
0.0277, -0.6458, 0.00
0.0382, -0.6425, 0.00
0.0486, -0.6390, 0.00
0.0658, -0.6346, 0.00
0.0766, -0.6291, 0.00
0.0904, -0.6251, 0.00
0.1002, -0.6213, 0.00
0.1098, -0.6153, 0.00
0.1231, -0.6101, 0.00
0.1333, -0.6027, 0.00
0.1471, -0.5973, 0.00
0.1621, -0.5901, 0.00
0.1738, -0.5843, 0.00
0.1856, -0.5779, 0.00
0.1962, -0.5705, 0.00
0.2089, -0.5660, 0.00
0.2186, -0.5613, 0.00
0.2286, -0.5541, 0.00
0.2454, -0.5462, 0.00
0.2557, -0.5418, 0.00
0.2686, -0.5369, 0.00
0.2774, -0.5316, 0.00
0.2863, -0.5250, 0.00
0.2957, -0.5170, 0.00
0.3136, -0.5114, 0.00
0.3269, -0.5044, 0.00
0.3348, -0.4975, 0.00
0.3425, -0.4882, 0.00
0.3539, -0.4824, 0.00
0.3651, -0.4745, 0.00
0.3712, -0.4654, 0.00
0.3790, -0.4589, 0.00
0.3867, -0.4529, 0.00
0.3945, -0.4452, 0.00
0.4030, -0.4384, 0.00
0.4095, -0.4313, 0.00
0.4207, -0.4210, 0.00
0.4322, -0.4144, 0.00
0.4394, -0.4062, 0.00
0.4490, -0.3949, 0.00
0.4576, -0.3876, 0.00
0.4659, -0.3805, 0.00
0.4745, -0.3704, 0.00
0.4804, -0.3630, 0.00
0.4903, -0.3549, 0.00
0.4998, -0.3467, 0.00
0.5057, -0.3390, 0.00
0.5114, -0.3314, 0.00
0.5206, -0.3234, 0.00
0.5277, -0.3174, 0.00
0.5340, -0.3073, 0.00
0.5423, -0.2976, 0.00
0.5523, -0.2923, 0.00
0.5593, -0.2849, 0.00
0.5655, -0.2776, 0.00
0.5735, -0.2701, 0.00
0.5810, -0.2634, 0.00
0.5885, -0.2567, 0.00
0.5945, -0.2465, 0.00
0.6019, -0.2388, 0.00
0.6112, -0.2306, 0.00
0.6182, -0.2216, 0.00
0.6252, -0.2133, 0.00
0.6291, -0.2048, 0.00
0.6330, -0.1977, 0.00
0.6372, -0.1886, 0.00
0.6420, -0.1803, 0.00
0.6455, -0.1678, 0.00
0.6481, -0.1593, 0.00
0.6526, -0.1488, 0.00
0.6556, -0.1375, 0.00
0.6581, -0.1277, 0.00
0.6616, -0.1181, 0.00
0.6648, -0.1093, 0.00
0.6682, -0.0987, 0.00
0.6702, -0.0868, 0.00
0.6736, -0.0741, 0.00
0.6776, -0.0646, 0.00
0.6804, -0.0559, 0.00
0.6807, -0.0449, 0.00
0.6793, -0.0363, 0.00
0.6783, -0.0231, 0.00
0.6776, -0.0106, 0.00
0.6760, -0.0019, 0.00
0.6741, 0.0069, 0.00
0.6721, 0.0201, 0.00
0.6685, 0.0305, 0.00
