1,2,3,4
-45.297,-47.056,-45.295,-44.18
-47.126,-31.737,-55.744,-46.43
-45.342,-16.352,-53.383,-30.8
-46.843,-17.391,-43.941,-23.8
-53.497,-27.925,-47.183,-29.16
-60.246,-31.747,-54.056,-35.08
-56.954,-22.498,-59.926,-22.51
-52.119,-17.067,-44.764,-7.96
-57.83,-26.49,-43.685,-18.49
-61.478,-35.847,-52.182,-24.44
-61.795,-22.277,-59.16,-10.81
-59.115,-9.987,-47.187,-4.32
-62.611,-15.742,-46.536,-12.2
-69.237,-22.975,-54.08,-20.05
-68.083,-15.395,-61.046,-10.73
-59.19,-12.324,-60.917,-8.45
-54.108,-19.34,-58.374,-16.69
-57.356,-28.552,-60.559,-26.34
-61.576,-14.95,-66.502,-11.9
-55.859,-1.049,-64.155,3.16
-57.865,-5.228,-54.33,-2.65
-62.529,-12.835,-52.751,-11.62
-62.493,-5.206,-56.547,0.16
-57.697,3.615,-63.83,7.49
-60.268,-6.418,-61.14,-0.51
-64.206,-15.981,-54.356,-9.54
-63.33,-11.433,-54.981,-1.57
-61.588,3.281,-60.53,9.25
-62.708,-6.798,-65.103,-2.57
-65.545,-17.669,-52.852,-13.29
-67.19,-9.354,-51.136,-3.2
-66.427,5.168,-59.675,3.35
-66.628,-2.814,-64.066,-5.14
-68.201,-12.612,-55.287,-14.87
-70.751,-5.431,-50.282,-4.67
-69.553,-1.237,-53.036,0.26
-59.873,-10.71,-59.399,-8.77
-58.919,-12.472,-57.266,-18.57
-62.648,-3.859,-48.331,-5.01
-65.418,-7.156,-50.063,7.51
-61.968,-14.115,-59.277,-3.58
-52.926,-2.953,-62.168,-11.43
-53.469,11.029,-43.814,-3.08
-58.936,0.604,-38.648,8.74
-61.4,-11.77,-45.936,-1.93
-55.473,-5.382,-52.27,-13.27
-54.466,9.733,-41.209,-2.1
-57.212,2.883,-42.894,6.59
-61.925,-9.441,-52.108,-6.11
-62.414,-0.435,-56.26,-16.32
-54.968,12.356,-41.273,-2.39
-54.506,2.795,-31.656,6.9
-57.878,-7.135,-36.093,-0.63
-56.131,-0.394,-43.833,-8.57
-47.824,10.086,-46.211,1.64
-46.137,4.987,-35.32,11.73
-51.24,-5.394,-37.296,1.37
-54.154,2.16,-44.577,-3.98
-43.05,12.112,-50.959,2.93
-36.767,12.036,-41.337,13.39
-42.142,0.208,-28.508,3.77
-48.146,10.735,-31.935,0.46
-33.842,20.476,-39.303,11.34
-23.008,10.988,-42.344,20.2
-26.514,-3.395,-39.666,7.42
-31.293,4.808,-45.64,-2.08
-32.267,16.642,-47.64,6.46
-34.093,24.165,-37.549,18.93
-39.434,22.362,-37.419,29.92
-42.08,31.887,-45.979,21.18
-29.829,40.703,-49.596,20.59
-27.222,37.392,-36.134,27.9
-35.126,24.461,-26.664,35.04
-41.448,25.683,-29.892,31.93
-30.125,37.461,-39.236,39.62
-32.608,45.089,-37.158,44.77
-36.997,30.725,-21.229,43.91
-38.521,30.893,-24.663,39.15
-29.989,41.844,-35.304,43.79
-31.292,49.794,-34.19,49.54
-37.007,37.27,-23.422,46.27
-44.371,28.138,-26.205,43.93
-31.78,32.698,-38.337,49.55
-21.463,41.997,-44.494,53.66
-24.793,49.981,-30.674,52.77
-31.952,39.544,-13.684,55.96
-30.096,38.65,-18.048,63.11
-16.269,45.923,-29.211,69.05
-16.674,55.084,-30.07,60.31
-24.498,45.214,-19.919,43.47
-34.553,31.541,-20.702,42.72
-21.738,33.641,-30.7,49.84
-4.95,44.94,-30.029,55.81
-8.274,53.916,-16.12,56.8
-18.578,40.556,-20.33,52.16
-11.056,40.237,-27.569,55.56
-11.219,46.916,-18.006,62.29
-20.51,58.977,-15.655,65.44
-21.99,60.559,-27.451,61.81
-9.437,42.015,-33.708,65.61
-12.503,39.265,-18.541,69.09
-20.396,45.808,-5.686,71.46
-9.791,56.573,-12.947,69.48
4.745,57.397,-19.577,70.24
1.329,44.795,-8.51,73.01
-9.336,43.764,2.414,75.77
-7.196,49.207,-4.576,74.51
4.445,59.486,-13.283,71.27
-1.639,54.995,-1.726,74.72
-13.558,53.627,7.048,76.97
-8.419,59.3,-1.505,74.12
7.332,66.731,-12.305,73.41
-3.411,64.689,-1.144,76.79
-13.126,60.203,7.809,77.58
-5.913,61.775,0.436,72.53
4.502,67.001,-9.739,65.64
-2.238,65.283,0.854,67.03
-13.32,52.85,9.608,69.31
-5.889,51.563,4.695,67.95
4.389,58.255,-6.263,63.95
2.217,64.192,0.099,64.99
-6.331,58.894,11.799,68.97
2.333,42.095,1.136,67.46
12.604,41.694,-10.975,53.97
4.726,48.142,-3.766,52.23
-5.337,56.174,5.903,57.91
-1.106,56.719,-1.603,62.26
11.834,40.787,-11.925,58.32
1.337,40.388,-0.388,50.7
-9.617,47.19,11.408,51.62
-2.173,54.397,5.282,55.5
9.863,38.463,-5.863,52.51
-0.506,27.559,1.988,47.55
-8.645,29.632,11.12,49.02
-3.667,37.275,4.598,54.85
10.475,47.181,-1.546,53.46
8.885,34.439,7.238,41.47
-2.719,25.155,16.664,41.56
4.43,28.721,5.031,49.79
14.789,40.312,0.891,51.7
8.95,44.286,7.374,39.36
-1.135,34.277,16.544,27.76
2.666,31.531,6.554,31.16
14.287,44.152,0.973,41.71
5.338,51.414,7.731,48.88
-4.546,36.606,18.262,34.35
0.005,25.758,9.803,23.21
12.008,28.066,-3.444,28.01
12.484,39.377,4.214,37.25
11.696,44.081,15.685,42.11
17.443,32.022,22.081,32.5
31.014,31.207,22.222,33.96
40.282,39.985,33.509,44.54
29.546,48.588,38.063,49.85
30.323,38.2,28.075,34.78
37.216,29.117,29.827,27.28
46.224,32.647,36.31,29.53
43.073,42.679,43.152,39.91
33.312,42.932,31.682,45.12
37.431,28.299,33.169,30.67
45.089,29.413,42.43,31.38
51.757,39.909,42.305,41.68
36.584,49.191,28.827,43.26
33.684,34.127,32.007,32.18
39.221,23.671,43.423,34.6
48.6,25.906,48.622,40.69
51.211,37.58,37.019,30.9
55.196,36.927,38.259,24.18
63.607,24.326,47.746,29.18
63.418,26.678,54.007,32.52
47.085,35.731,41.313,23.93
39.549,32.483,41.582,26.68
44.938,18.162,46.533,35.39
52.321,21.285,57.25,34.3
56.915,32.567,56.518,22.46
58.412,31.626,45.391,26.04
60.625,21.014,44.284,35.44
66.132,25.077,52.141,32.37
70.042,33.61,58.654,18.73
66.499,35.114,58.854,21.4
63.083,24.056,54.777,31.13
66.295,26.602,58.923,28.79
70.054,32.17,64.018,14.71
69.08,20.09,65.951,19.01
68.861,0.256,61.535,23.84
74.783,8.107,63.662,10.01
75.917,16.392,66.538,2.72
64.644,5.087,71.194,10.15
55.953,-5.144,68.19,17.89
58.583,-0.966,65.441,7.08
65.676,12.007,67.791,-4.45
68.205,5.059,72.887,5.05
64.922,-7.717,71.256,12.95
66.129,-1.819,66.721,2.75
70.667,11.047,65.206,-7.02
73.307,2.945,67.998,1.15
57.285,-8.169,68.213,12.35
52.948,-0.581,49.533,1.55
57.679,12.751,45.307,-8.29
63.169,4.419,49.249,3.75
54.338,-8.109,54.526,11.97
45.707,-3.617,53.417,0.68
44.312,7.298,50.847,-8.32
50.276,1.842,54.504,0.14
58.655,-8.852,59.112,8.69
55.828,0.583,56.912,-4.05
38.75,14.568,52.06,-13.24
36.276,7.124,53.228,-2.74
44.76,-1.941,58.309,7.05
52.817,5.621,57.58,-2.47
49.854,16.922,54.594,-10.31
36.597,9.271,56.578,-0.16
33.536,-4.258,60.275,9.49
42.365,2.799,57.51,-3.51
46.976,14.208,50.152,-10.47
36.549,3.148,52.011,-1.55
32.605,-8.46,56.896,8.89
40.191,-0.085,54.303,-2.11
48.21,9.742,47.295,-12.23
39.774,1.88,47.972,-4.95
31.846,-9.628,53.577,5.04
34.902,-13.797,55.694,-1.16
45.29,-4.609,40.799,-8.79
53.938,-10.217,39.961,-2.7
43.325,-19.373,46.826,-4.53
31.159,-12.718,52.623,-12.44
32.52,-0.941,48.807,-16.17
46.004,-3.71,32.047,-8.2
51.26,-12.894,33.245,-17.06
38.002,-8.942,38.629,-28.62
27.105,-15.059,44.795,-33.01
30.775,-27.836,41.256,-35.88
41.01,-34.41,35.211,-42.08
45.45,-22.558,40.355,-48.21
31.195,-25.357,45.001,-39.63
28.277,-37.216,38.336,-42.26
36.627,-43.777,34.103,-49.7
46.186,-35.144,39.064,-50.2
35.17,-23.875,44.212,-47.73
26.131,-24.262,43.674,-51
28.115,-36.313,35.848,-57.78
37.924,-42.741,40.313,-53.54
48.42,-38.235,45.856,-37.93
39.403,-31,46.844,-32.95
23.052,-35.943,37.915,-40.5
25.721,-45.719,39.917,-46.73
37.322,-46.218,47.736,-36.86
44.985,-43.025,53.023,-37.7
31.264,-46.119,37.367,-48.21
23.842,-56.894,26.748,-55.76
27.038,-63.553,30.897,-52.45
35.528,-49.999,34.58,-45.64
24.954,-44.904,23.687,-49
19.012,-49.678,20.935,-56.11
22.911,-56.364,26.968,-59.11
33.616,-57.55,35.041,-59.81
33.218,-59.003,22.523,-59.41
23.164,-63.396,16.386,-64.07
22.695,-70.272,20.861,-69.61
33.078,-72.971,31.602,-63.82
41.812,-56.088,25.722,-49.49
28.926,-52.123,12.002,-44.85
21.579,-54.943,18.312,-48.11
26.52,-61.554,25.325,-56.38
32.239,-65.69,12.034,-61.04
20.437,-66.354,6.971,-55.98
6.071,-66.254,13.883,-56.7
8.626,-70.582,22.491,-62.98
17.437,-72.809,9.073,-68.87
9.428,-62.355,-2.667,-65.99
2.566,-58.833,3.002,-54.76
8.119,-61.301,12.086,-51.77
19.229,-70.319,0.309,-57.2
8.635,-72.447,-9.858,-61.76
-4,-57.374,-4.331,-62.91
-1.748,-52.888,5.485,-61.93
6.907,-54.391,8.791,-64.5
9.199,-62.9,2.302,-69.77
0.894,-63.74,10.4,-66.8
7.922,-50.657,12.496,-46.65
17.88,-44.651,1.938,-43.09
7.046,-50.136,-4.218,-49.96
-5.079,-56.083,4.906,-52.66
0.977,-57.009,6.687,-53.29
11.127,-52.932,-2.184,-58.48
1.008,-57.552,-8.492,-62.51
-11.816,-62.017,2.502,-60.35
-5.58,-60.182,9.504,-55.12
6.767,-58.717,2.326,-57.04
-1.942,-64.018,-8.722,-62
-12.146,-66.878,2.471,-61.6
-5.212,-61.682,13.372,-59.12
6.605,-62.981,5.068,-60.62
1.547,-66.266,-5.563,-65.44
-6.128,-67.19,0.417,-63.87
0.915,-66.469,9.341,-60.49
11.949,-68.837,-1.249,-63.76
4.788,-64.966,-13.133,-64.97
-10.14,-52.439,-4.093,-45.63
-0.495,-53.795,2.34,-45.71
3.531,-57.299,-8.751,-51.68
-5.015,-55.77,-18.964,-53.65
-14.067,-50.42,-9.252,-38.46
-6.042,-51.507,-1.138,-36.05
3.683,-56.528,-8.94,-42
-1.407,-56.548,-17.672,-46.52
-10.873,-39.963,-13.838,-44.33
-1.305,-39.194,-2.528,-35.21
1.1,-45.477,-10.981,-36.7
-9.135,-53.676,-20.406,-42.73
-18.283,-38.313,-16.348,-44.59
-24.205,-18.613,-12.615,-28.76
-15.361,-21.001,-20.927,-28.07
-16.446,-29.172,-31.981,-33.8
-23.794,-33.504,-40.355,-40.41
-35.892,-21.238,-29.371,-27.25
-26.636,-24.344,-31.934,-20.28
-26.354,-31.086,-39.693,-27.5
-32.466,-33.47,-47.027,-33.67
-40.959,-23.583,-34.728,-25.2
-36.117,-22.969,-36.268,-17.33
-34.156,-30.398,-42.938,-24.97
-37.157,-33.717,-50.448,-28.98
-47.408,-22.366,-41.975,-21.03
-51.809,-16.457,-39.85,-19.49
-38.454,-22.643,-46.106,-27.94
-36.903,-28.2,-55.479,-33.94
-42.049,-20.796,-59.137,-24.02
-49.982,-15.981,-59.798,-17.42
-58.497,-25.621,-62.598,-24.77
-47.827,-31.829,-68.192,-31.05
-38.315,-19.858,-73.63,-23.59
-39.319,-4.041,-70.644,-7.45
-48.313,-8.263,-55.226,-11.99
-58.391,-17.854,-53.206,-21.93
-58.964,-10.834,-60.094,-15.6
-44.445,-9.069,-65.551,-11.29
-42.077,-18.494,-65.869,-21.29
-45.173,-29.211,-60.65,-25.26
-54.273,-16.826,-61.739,-16.19
-60.612,-6.269,-69.03,-12.33
-48.219,-12.973,-72.386,-22.12
-44.467,-21.009,-69.333,-27.53
-49.777,-8.519,-65.118,-16.11
-56.186,4.724,-66.764,-1.06
-61.202,-2.382,-69.608,-8.36
-52.335,-10.721,-70.499,-16.28
-45.462,-3.738,-73.477,-8.65
-47.004,-1.535,-76.836,-3.18
-56.009,-13.671,-69.986,-15.06
-59.122,-25.026,-65.133,-21.5
-58.835,-13.437,-65.85,-10.14
-59.136,0.25,-71.396,4.58
-66.151,-5.996,-71.809,-4.31
-68.197,-14.894,-64.784,-13.63
-64.066,-10.619,-63.768,-5.79
-66.836,0.757,-67.738,0.75
-68.916,-8.604,-71.981,-9.91
-72.591,-16.141,-68.742,-17.9
-63.815,-6.642,-64.242,-7.92
-54.924,5.859,-64.125,6.31
-51.008,-2.253,-68.121,-2.58
-56.542,-11.891,-65.633,-11.43
-56.888,-2.818,-60.774,-2.33
-53.354,8.257,-61.729,9.63
-54.702,-1.64,-65.382,-1.51
-57.576,-12.426,-63.924,-12.34
-60.83,-4.691,-58.444,-1.53
-59.363,8.063,-59.223,7.09
-54.823,-1.595,-64.631,-2.51
-57.225,-13.524,-61.618,-13.92
-60.127,-5.624,-52.761,-1.7
-59.155,6.859,-51.025,6.94
-54.499,1.802,-53.464,-3.13
-56.205,-9.586,-63.417,-10.13
-61.299,-0.414,-59.078,-0.66
-58.629,11.67,-39.934,11.57
-51.582,5.621,-37.716,4.48
-51.48,-6.828,-44.82,-8.87
-54.38,2.837,-49.132,0.22
-49.647,12.959,-35.78,10.71
-34.619,1.68,-37.671,0.93
-30.627,-4.356,-44.667,-4.72
-37.039,3.861,-39.7,7.88
-43.572,16.656,-30.058,15.33
-31.034,5.691,-31.407,5.03
-24.919,-7.615,-39.139,-7.66
-29.828,1.119,-38.22,3.85
-37.537,11.75,-23.099,11.4
-29.251,5.175,-24.422,2.09
-21.488,-5.103,-34.581,-6.31
-23.502,4.845,-36.922,2.84
-30.862,18.05,-26.863,17.06
-37.999,33.156,-29.654,20.48
-28.359,25.475,-38.636,21.02
-19.51,10.009,-34.567,30.58
-24.113,17.004,-20.134,35.68
-32.04,28.232,-21.847,26.44
-31.945,39.981,-31.556,28.23
-18.481,28.318,-37.92,37.61
-24.375,20.811,-25.768,42.74
-31.999,25.437,-29.542,30.38
-34.77,38.037,-36.458,33.4
-21.741,42.203,-31.703,44.56
-23.453,29.364,-22.428,49.21
-31.076,29.863,-24.954,36.16
-32.308,40.204,-35.255,35.41
-21.043,50.336,-36.428,46.37
-23.22,42.675,-23.585,53.91
-31.057,43.538,-27.413,53.39
-31.732,52.801,-35.741,47.11
-20.327,60.53,-37.061,49.17
-22.721,48.042,-23.735,57.94
-30.018,48.093,-27.419,63.59
-22.021,53.993,-34.989,63.51
-16.71,61.89,-34.088,59.95
-21.207,59.35,-23.534,62.97
-28.995,52.249,-24.942,71.01
-17.372,54.891,-34.579,72.02
-14.505,61.882,-32.214,51.83
-21.052,66.134,-19.633,46.67
-28.892,58.344,-22.754,52.35
-15.699,59.852,-30.128,59.54
-10.969,66.605,-21.964,59
-18.573,70.71,-7.175,57.76
-25.336,52.228,-12.532,61.27
-16.489,47.732,-20.344,64.55
-6.115,52.639,-12.601,66.59
-9.863,61.944,-6.905,71.4
-20.54,60.357,-16.794,74.52
-11.971,41.602,-27.09,69.68
-1.757,38.355,-18.017,63.71
-5.915,42.938,-4.214,63.63
-16.233,57.22,-9.58,67.97
-7.186,61.681,-17.25,71.6
6.945,48.697,-8.091,68.84
2.489,44.213,2.481,66.19
-9.683,49.089,-5.469,69.63
-5.462,59.602,-13.204,72.01
-2.651,63.835,-4.204,73.11
-9.07,46.157,9.094,72.96
-18.948,42.253,0.535,72.48
-11.25,48.585,-8.578,77.28
2.899,57.752,2.969,73.98
-0.921,55.829,11.235,59.25
-12.517,47.784,4.548,54.04
-6.192,47.923,-8.513,57.42
8.613,56.687,0.202,61.62
-1.327,61.416,11.006,61.26
-11.825,47.223,-0.884,58.41
-3.23,40.134,-12.345,61.52
7.405,48.355,0.406,66.59
0.008,55.282,12.328,62.94
-12.776,47.034,4.308,58.36
-7.996,46.614,-8.462,60.08
8.968,55.412,1.425,64.79
9.806,60.279,10.664,60.64
3.564,47.196,5.697,55.67
10.177,44.789,1.909,56.72
19.571,51.806,10.845,61.37
8.896,55.093,19.861,60.41
1.837,41.968,8.747,42.74
4.95,39.234,6.432,40.52
16.8,45.015,14.05,45.29
15.107,53.512,23.418,53.81
4.573,42.598,10.885,56.16
9.708,39.183,4.816,40.05
19.26,45.19,12.661,40.19
7.559,53.52,22.282,45.52
-2.531,48.6,10.42,52.67
3.99,41.92,0.786,43.76
18.837,43.361,7.133,44.11
29.842,51.014,23.325,51.34
19.147,47.707,24,51.16
18.085,29.223,11.273,39.11
26.609,28.605,13.603,35.15
39.763,41.282,26.878,42.79
35.111,47.894,33.298,45.64
19.793,36.095,26.173,35.68
20.856,26.805,29.391,36.47
34.422,31.021,37.942,44.12
40.693,39.325,37.186,41.61
30.283,34.411,30.489,26.67
24.526,26.858,33.071,27.92
30.465,31.192,39.986,40.46
40.472,40.893,41.052,44.09
40.176,40.263,38.522,31.52
24.903,24.468,41.142,33.5
25.528,25.407,50.508,40.37
35.389,35.049,55.783,37.86
44.225,36.331,42.52,23.03
46.572,21.309,42.626,24.46
48.288,22.606,49.542,34.34
54.387,32.734,55.673,35.87
61.453,34.346,58.308,24.21
65.228,21.894,54.434,26.42
49.633,22.996,56.541,34.35
43.484,30.377,63.645,32.05
48.476,36.339,64.161,21.22
56.798,22.77,46.414,26.99
57.719,24.034,43.772,33.78
54.762,33.842,51.261,24.35
55.58,27.166,58.039,24.77
63.773,20.936,54.403,27.75
68.76,26.119,56.557,17.59
58.905,33.605,63.094,9.39
57.25,19.851,68.343,16.6
61.961,9.139,61.462,23.58
68.023,17.695,57.194,11.11
66.303,27.25,59.631,8.67
65.81,17.346,67.132,18.22
66.819,0.3,70.853,20.18
71.576,3.893,68.994,10.23
74.776,15.434,66.028,14.3
70.793,7.664,68.768,20
69.311,-5.176,72.146,14.26
71.701,-1.839,72.955,4.51
76.297,10.949,71.463,13.97
74.174,13.312,71.935,18.73
73.449,3.816,77.708,7.68
76.385,8.633,77.483,-5.49
77.577,18.93,65.864,4.4
72.565,8.709,55.943,10.36
71.961,-4.418,56.752,-4.05
74.573,4.509,61.855,-12.16
75.014,14.16,62.962,-4.74
71.558,6.604,60.704,7.92
68.633,-5.96,63.182,-0.64
71.095,-1.294,68.755,-11.38
73.328,10.126,64.89,-3.17
73.207,5.252,52.176,8.67
69.37,-6.448,52.17,-0.15
69.672,1.594,55.779,-8.27
72.515,13.876,62.467,-0.33
72.273,6.887,62.177,9.43
70.739,-3.364,53.054,1.37
68.661,1.308,52.228,-8.82
63.299,2.933,57.039,-1.35
59.665,-6.481,55.574,-2.14
60.439,-18.096,39.132,-11.33
64.211,-12.381,37.576,-21.67
47.277,1.309,46.89,-9.5
32.938,-4.857,49.331,1.38
33.373,-15.084,34.83,-5.72
41.983,-8.519,33.551,-14.94
45.988,4.556,41.495,-12.64
32.695,-3.735,45.185,-3.3
27.674,-14.383,29.594,-12.88
33.91,-10.151,24.024,-22.55
41.859,2.136,28.398,-12.61
35.238,-3.29,34.931,0.98
23.903,-15.739,29.305,-6.99
27.956,-18.61,24.555,-16.13
35.692,-10.646,28.773,-8.62
37.417,-12.496,37.358,-5.02
24.928,-25.75,32.78,-14.34
27.77,-33.945,20.669,-25.05
34.441,-29.03,20.818,-21.74
34.992,-19.425,30.883,-23.37
28.803,-25.856,40.886,-31.67
31.973,-33.903,28.54,-38.27
39.705,-36.5,22.726,-30.26
40.62,-36.275,25.336,-30.66
28.028,-40.877,37.18,-38.19
